user_id,user_name,session_id,ad_source,clicked_ad,landed_on_website,device_type,time_on_site_sec,product_viewed,num_products_viewed,added_to_cart,initiated_checkout,completed_purchase,purchase_amount,left_review,exit_stage,product_category
user_0382,Christina Rangel,sess_a3f6231427,Instagram,Yes,Yes,Mobile,431,Pants Item A,1,Yes,Yes,No,0.0,No,checkout,Pants
user_0041,William Ellison,sess_e27a82effa,Facebook,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0131,Paul Shea,sess_7b91cf61ff,Instagram,Yes,Yes,Desktop,782,T-Shirts Item X,1,Yes,Yes,Yes,22.68,No,purchase_confirmation,T-Shirts
user_0357,James Robinson,sess_36094b9fed,Google,Yes,Yes,Mobile,267,T-Shirts Item X,2,Yes,No,No,0.0,No,cart,T-Shirts
user_0244,Laura Cobb,sess_3c09030a0a,Facebook,Yes,Yes,Mobile,120,Jeans Item A,4,No,No,No,0.0,No,product_page,Jeans
user_0117,Jason Stephens,sess_a8f4e55794,Google,Yes,Yes,Mobile,133,T-Shirts Item X,2,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0330,Leroy Hunt,sess_e35dd4a53d,Google,Yes,Yes,Desktop,197,Shorts Item B,1,Yes,No,No,0.0,No,cart,Shorts
user_0298,Elizabeth Peterson,sess_68c4eafc62,Instagram,Yes,Yes,Mobile,1073,Shorts Item A,2,Yes,Yes,Yes,19.95,No,purchase_confirmation,Shorts
user_0025,Michelle Marsh,sess_9101407f81,Instagram,Yes,Yes,Mobile,155,T-Shirts Item Z,1,No,No,No,0.0,No,product_page,T-Shirts
user_0270,Brooke Holden,sess_c41ad06ed7,Google,Yes,Yes,Desktop,63,T-Shirts Item A,1,No,No,No,0.0,No,product_page,T-Shirts
user_0186,Jessica Sawyer,sess_a8136e163b,Google,Yes,Yes,Mobile,53,Jeans Item A,1,No,No,No,0.0,No,product_page,Jeans
user_0141,Michele Rogers,sess_104cc6c471,Facebook,Yes,Yes,Mobile,84,Pants Item A,3,No,No,No,0.0,No,product_page,Pants
user_0356,Eric Herrera,sess_cf787891ee,Facebook,Yes,Yes,Mobile,555,Shorts Item B,1,Yes,Yes,No,0.0,No,checkout,Shorts
user_0059,Leslie Walsh,sess_883957acd6,Instagram,Yes,Yes,Mobile,1020,T-Shirts Item A,1,Yes,Yes,Yes,29.51,No,purchase_confirmation,T-Shirts
user_0375,Robert Hughes,sess_b9a6c64c2e,Facebook,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0110,Jennifer Dunn,sess_23f4431bfb,Instagram,Yes,Yes,Mobile,172,Pants Item X,1,No,No,No,0.0,No,product_page,Pants
user_0390,Scott Esparza,sess_0a178aae12,Facebook,Yes,Yes,Desktop,578,Shorts Item B,1,Yes,Yes,No,0.0,No,checkout,Shorts
user_0259,Robert Mcdonald,sess_22fe2b05bc,Facebook,Yes,Yes,Mobile,244,Jeans Item Z,1,Yes,Yes,No,0.0,No,checkout,Jeans
user_0341,Michael Moore,sess_603f2d6349,Facebook,Yes,Yes,Mobile,11,,0,No,No,No,0.0,No,landing_page,
user_0002,Tyrone Hubbard,sess_dd2e6348c0,Google,Yes,Yes,Desktop,57,Jeans Item B,1,No,No,No,0.0,No,product_page,Jeans
user_0081,Michele Stokes,sess_e27ca0ed93,Instagram,Yes,Yes,Mobile,164,Shorts Item X,1,No,No,No,0.0,No,product_page,Shorts
user_0329,Carolyn Shields,sess_7ad33cf429,Instagram,Yes,No,Desktop,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0398,Elizabeth Mayer,sess_cbc3418780,Facebook,Yes,Yes,Desktop,160,Pants Item X,1,No,No,No,0.0,No,product_page,Pants
user_0383,Ricky Petersen,sess_b0844e7fd3,Facebook,Yes,Yes,Mobile,124,Pants Item X,6,No,No,No,0.0,No,product_page,Pants
user_0053,Dana Liu,sess_0000284a3b,Facebook,Yes,Yes,Mobile,837,T-Shirts Item X,2,Yes,Yes,Yes,18.57,No,purchase_confirmation,T-Shirts
user_0104,Barbara Smith,sess_8d87a8d07b,Google,Yes,Yes,Desktop,137,Shorts Item Z,2,No,No,No,0.0,No,product_page,Shorts
user_0345,Autumn Barker,sess_311fdc30d2,Instagram,Yes,Yes,Mobile,92,T-Shirts Item B,1,No,No,No,0.0,No,product_page,T-Shirts
user_0250,Jeffrey Taylor,sess_055a18a266,Google,Yes,Yes,Mobile,494,Shorts Item Z,3,Yes,Yes,Yes,5.0,No,purchase_confirmation,Shorts
user_0347,Michelle Harrison,sess_8f62538d68,Instagram,Yes,Yes,Desktop,8,,0,No,No,No,0.0,No,landing_page,
user_0136,Donald Garcia,sess_6fd1303007,Instagram,Yes,Yes,Desktop,148,Accessories Item Z,2,No,No,No,0.0,No,product_page,Accessories
user_0135,Michael Ashley,sess_c0a7de3125,Instagram,Yes,Yes,Desktop,10,,0,No,No,No,0.0,No,landing_page,
user_0231,Michael Holmes,sess_b243ca2d4c,Facebook,Yes,Yes,Mobile,83,Shorts Item Z,1,No,No,No,0.0,No,product_page,Shorts
user_0201,Jennifer Baker,sess_a52244483b,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0299,Sarah Jacobs,sess_da32885c87,Facebook,Yes,Yes,Mobile,74,Pants Item X,3,No,No,No,0.0,No,product_page,Pants
user_0141,Michele Rogers,sess_d8acce52a4,Instagram,Yes,No,Desktop,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0110,Jennifer Dunn,sess_bf10569fd8,Facebook,Yes,Yes,Desktop,309,Hoodies Item B,4,Yes,Yes,Yes,54.19,No,purchase_confirmation,Hoodies
user_0240,William Bartlett,sess_32a6b4c048,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0154,Erica Hogan,sess_5c3a5ce0bc,Facebook,Yes,Yes,Mobile,74,T-Shirts Item A,2,No,No,No,0.0,No,product_page,T-Shirts
user_0329,Carolyn Shields,sess_c413556f08,Google,Yes,Yes,Desktop,233,Shorts Item A,1,Yes,Yes,No,0.0,No,checkout,Shorts
user_0117,Jason Stephens,sess_ef4c0dd9b6,Instagram,Yes,Yes,Desktop,159,Jeans Item Z,4,No,No,No,0.0,No,product_page,Jeans
user_0248,Corey Villegas,sess_a6217db58e,Instagram,Yes,Yes,Mobile,117,Shorts Item A,3,No,No,No,0.0,No,product_page,Shorts
user_0326,Christopher Allen,sess_ec858ae100,Instagram,Yes,Yes,Desktop,14,,0,No,No,No,0.0,No,landing_page,
user_0288,Lindsay Gomez,sess_21f1ee1d05,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0248,Corey Villegas,sess_0381d20925,Facebook,Yes,Yes,Mobile,142,Pants Item B,1,No,No,No,0.0,No,product_page,Pants
user_0392,George Stephens,sess_a8f4af95f0,Facebook,Yes,Yes,Desktop,461,Jeans Item Z,2,Yes,Yes,No,0.0,No,checkout,Jeans
user_0079,Brianna Parker,sess_8531fb7eab,Google,Yes,Yes,Mobile,113,Hoodies Item A,1,Yes,No,No,0.0,No,cart,Hoodies
user_0362,Tonya Romero,sess_f754db59a6,Instagram,Yes,Yes,Mobile,151,Accessories Item X,1,Yes,No,No,0.0,No,cart,Accessories
user_0042,Jacob Martinez,sess_b30253dcae,Facebook,Yes,Yes,Desktop,177,Jeans Item Z,5,No,No,No,0.0,No,product_page,Jeans
user_0095,John Olson,sess_ffbe674868,Google,Yes,Yes,Mobile,133,Shorts Item A,1,No,No,No,0.0,No,product_page,Shorts
user_0037,Danielle Burke,sess_b73a259c2c,Instagram,Yes,Yes,Desktop,96,T-Shirts Item X,2,No,No,No,0.0,No,product_page,T-Shirts
user_0180,Jason West,sess_765e184892,Instagram,Yes,Yes,Mobile,107,T-Shirts Item Z,1,No,No,No,0.0,No,product_page,T-Shirts
user_0123,Ashley Burns,sess_1d69befccd,Instagram,Yes,Yes,Mobile,830,Jeans Item A,1,Yes,Yes,Yes,45.68,No,purchase_confirmation,Jeans
user_0354,Bonnie Evans,sess_f758c10e72,Google,Yes,Yes,Mobile,356,Shorts Item B,1,Yes,Yes,Yes,22.4,No,purchase_confirmation,Shorts
user_0333,Susan Wright,sess_fbb2529d5c,Instagram,Yes,Yes,Mobile,1061,Jeans Item X,2,Yes,Yes,Yes,29.07,No,purchase_confirmation,Jeans
user_0153,Scott Cook,sess_503f8808af,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0224,Kimberly Turner,sess_4090631d9d,Google,Yes,Yes,Mobile,119,Jeans Item X,1,Yes,No,No,0.0,No,cart,Jeans
user_0134,Cody Porter,sess_c5ef68f7a2,Instagram,Yes,Yes,Desktop,1035,Jeans Item X,1,Yes,Yes,Yes,23.16,No,purchase_confirmation,Jeans
user_0184,Debbie Buchanan,sess_0d1cf9f093,Google,Yes,Yes,Mobile,42,Hoodies Item Z,1,No,No,No,0.0,No,product_page,Hoodies
user_0101,Kelly Andrews,sess_66591236a5,Google,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0157,Kathryn Soto,sess_d707be69f5,Facebook,No,No,Desktop,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0038,Jacob Miller,sess_05781c775b,Instagram,Yes,Yes,Mobile,168,T-Shirts Item A,3,No,No,No,0.0,No,product_page,T-Shirts
user_0202,Shannon Olson,sess_a6b18ee224,Instagram,Yes,Yes,Desktop,121,Jeans Item X,1,No,No,No,0.0,No,product_page,Jeans
user_0181,Joe Thomas,sess_60c7c6b310,Facebook,Yes,Yes,Mobile,93,Shorts Item X,4,No,No,No,0.0,No,product_page,Shorts
user_0052,April Clarke,sess_6c38c34d8a,Instagram,Yes,Yes,Desktop,154,Jeans Item Z,1,No,No,No,0.0,No,product_page,Jeans
user_0051,Rebecca Richards,sess_4d1989b170,Instagram,Yes,Yes,Mobile,47,Pants Item X,3,No,No,No,0.0,No,product_page,Pants
user_0115,Alyssa Wong,sess_1e44181820,Instagram,Yes,Yes,Mobile,24,,0,No,No,No,0.0,No,landing_page,
user_0194,Caitlin Schneider,sess_93d539b86a,Google,No,No,Desktop,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0351,Curtis Bell,sess_66e57c8625,Instagram,Yes,Yes,Mobile,19,,0,No,No,No,0.0,No,landing_page,
user_0183,Bianca Zamora,sess_9089c61515,Google,Yes,Yes,Desktop,14,,0,No,No,No,0.0,No,landing_page,
user_0191,Deborah Hoffman,sess_6e42651a3c,Facebook,Yes,Yes,Desktop,114,Hoodies Item A,1,No,No,No,0.0,No,product_page,Hoodies
user_0203,Lisa Estrada,sess_186fd47aa1,Google,Yes,Yes,Desktop,120,Hoodies Item B,1,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0026,Christopher Baker,sess_0593215316,Instagram,Yes,Yes,Mobile,30,,0,No,No,No,0.0,No,landing_page,
user_0054,Adam Owens,sess_3c9209e7b4,Instagram,Yes,Yes,Desktop,10,,0,No,No,No,0.0,No,landing_page,
user_0100,Jeffrey Crawford,sess_7b1c97d13c,Instagram,Yes,Yes,Mobile,313,Jeans Item B,2,Yes,Yes,No,0.0,No,checkout,Jeans
user_0176,Lori James,sess_46e355e360,Facebook,Yes,Yes,Mobile,519,T-Shirts Item B,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0372,Eric Nelson,sess_6b1c4c9fec,Facebook,Yes,Yes,Desktop,217,Shorts Item B,1,Yes,No,No,0.0,No,cart,Shorts
user_0031,Matthew Reyes,sess_0ef0025c7d,Instagram,Yes,Yes,Mobile,313,Jeans Item X,1,Yes,Yes,No,0.0,No,checkout,Jeans
user_0250,Jeffrey Taylor,sess_02894ba82c,Facebook,Yes,Yes,Mobile,455,T-Shirts Item X,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0095,John Olson,sess_a9b37128ef,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0315,Brian Casey,sess_2ba7d75442,Google,Yes,No,Desktop,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0327,Jennifer Smith,sess_5d6b8b74f3,Google,Yes,Yes,Desktop,72,Jeans Item X,1,No,No,No,0.0,No,product_page,Jeans
user_0115,Alyssa Wong,sess_0ab3ee62b9,Instagram,Yes,Yes,Desktop,5,,0,No,No,No,0.0,No,landing_page,
user_0194,Caitlin Schneider,sess_526dfd4375,Instagram,Yes,Yes,Mobile,35,Shorts Item Z,1,No,No,No,0.0,No,product_page,Shorts
user_0202,Shannon Olson,sess_73705e2bec,Instagram,Yes,Yes,Desktop,419,Hoodies Item A,1,Yes,Yes,Yes,5.0,No,purchase_confirmation,Hoodies
user_0030,Thomas Davis,sess_2dfc04b99e,Google,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0124,Christy Parsons,sess_a5f79e1dcb,Google,Yes,Yes,Mobile,424,Jeans Item A,2,Yes,Yes,No,0.0,No,checkout,Jeans
user_0265,Sylvia Wilkerson MD,sess_fd2a2389b9,Instagram,Yes,Yes,Mobile,59,Jeans Item X,1,No,No,No,0.0,No,product_page,Jeans
user_0109,Amy Golden,sess_1a747fcf31,Instagram,Yes,Yes,Desktop,162,Hoodies Item A,7,No,No,No,0.0,No,product_page,Hoodies
user_0149,Megan Rodgers,sess_bfcddd6347,Facebook,Yes,Yes,Desktop,316,Hoodies Item B,1,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0340,Glen Wells,sess_e7521068ac,Google,Yes,Yes,Desktop,155,Hoodies Item Z,3,Yes,No,No,0.0,No,cart,Hoodies
user_0012,Troy Smith,sess_0d905797e6,Google,Yes,Yes,Mobile,74,T-Shirts Item Z,4,Yes,No,No,0.0,No,cart,T-Shirts
user_0064,Angela Casey,sess_60b2120969,Facebook,Yes,Yes,Mobile,40,Pants Item B,2,No,No,No,0.0,No,product_page,Pants
user_0323,Ashley Proctor,sess_f024b22160,Facebook,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0392,George Stephens,sess_5926f231b6,Facebook,Yes,Yes,Mobile,50,Hoodies Item X,1,No,No,No,0.0,No,product_page,Hoodies
user_0140,Kenneth Hernandez,sess_21e5fca656,Instagram,Yes,Yes,Mobile,84,Pants Item A,1,No,No,No,0.0,No,product_page,Pants
user_0364,Andrea Hawkins,sess_e7217fee7c,Instagram,Yes,Yes,Mobile,171,Shorts Item B,1,No,No,No,0.0,No,product_page,Shorts
user_0027,Kyle Jones,sess_b5b08e7499,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0223,Felicia Walsh,sess_308b552edd,Facebook,Yes,Yes,Mobile,189,Pants Item B,1,Yes,Yes,No,0.0,No,checkout,Pants
user_0207,Joseph Pruitt,sess_e7b8da28f8,Facebook,Yes,No,Mobile,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0124,Christy Parsons,sess_06a7d5edc0,Instagram,Yes,Yes,Mobile,83,T-Shirts Item X,2,No,No,No,0.0,No,product_page,T-Shirts
user_0045,Ashley Mcdowell,sess_e62069f064,Facebook,Yes,Yes,Mobile,37,Shorts Item X,2,No,No,No,0.0,No,product_page,Shorts
user_0181,Joe Thomas,sess_60a2919c43,Instagram,Yes,Yes,Mobile,195,Pants Item X,2,Yes,Yes,No,0.0,No,checkout,Pants
user_0003,Candice Acevedo,sess_d9db943ca6,Google,Yes,Yes,Desktop,51,Pants Item B,1,No,No,No,0.0,No,product_page,Pants
user_0206,Amanda Stanton,sess_a0563d7e9c,Facebook,Yes,Yes,Mobile,295,Jeans Item B,4,Yes,No,No,0.0,No,cart,Jeans
user_0143,Christine Ramirez,sess_78cd81a83a,Instagram,Yes,Yes,Mobile,167,Pants Item A,1,No,No,No,0.0,No,product_page,Pants
user_0164,Amber Mccann,sess_2256ae3119,Instagram,Yes,Yes,Mobile,262,Jeans Item B,2,Yes,Yes,No,0.0,No,checkout,Jeans
user_0111,Charles Taylor,sess_350a99c767,Google,Yes,Yes,Mobile,64,T-Shirts Item Z,1,No,No,No,0.0,No,product_page,T-Shirts
user_0344,Kenneth Holden,sess_049bf7f0a8,Google,Yes,Yes,Mobile,996,Jeans Item Z,1,Yes,Yes,Yes,39.0,No,purchase_confirmation,Jeans
user_0240,William Bartlett,sess_7ad843e61a,Google,Yes,Yes,Mobile,102,T-Shirts Item X,1,No,No,No,0.0,No,product_page,T-Shirts
user_0154,Erica Hogan,sess_5024116193,Instagram,Yes,Yes,Mobile,112,Shorts Item Z,1,No,No,No,0.0,No,product_page,Shorts
user_0043,Aaron Bean,sess_6413ad9202,Facebook,Yes,Yes,Desktop,75,Pants Item X,1,No,No,No,0.0,No,product_page,Pants
user_0364,Andrea Hawkins,sess_849eab39b9,Google,Yes,No,Mobile,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0012,Troy Smith,sess_d8ec8d719f,Instagram,Yes,Yes,Desktop,27,,0,No,No,No,0.0,No,landing_page,
user_0296,Jeffery Perez,sess_5fbd166133,Instagram,Yes,Yes,Desktop,21,,0,No,No,No,0.0,No,landing_page,
user_0310,Penny Copeland,sess_ca331adcfe,Instagram,Yes,No,Mobile,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0025,Michelle Marsh,sess_75db2d0bd8,Facebook,Yes,Yes,Mobile,41,Pants Item X,3,No,No,No,0.0,No,product_page,Pants
user_0143,Christine Ramirez,sess_015eb312c9,Facebook,Yes,Yes,Mobile,1184,Accessories Item X,1,Yes,Yes,Yes,20.63,No,purchase_confirmation,Accessories
user_0080,Randall Hernandez,sess_0f96614294,Instagram,Yes,Yes,Desktop,182,Shorts Item A,1,Yes,Yes,No,0.0,No,checkout,Shorts
user_0201,Jennifer Baker,sess_ad18561a7c,Facebook,Yes,Yes,Mobile,414,Jeans Item X,1,Yes,Yes,No,0.0,No,checkout,Jeans
user_0053,Dana Liu,sess_6a0ebecdc1,Instagram,Yes,Yes,Desktop,409,T-Shirts Item A,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0033,Drew Walker,sess_b07bf458f0,Facebook,Yes,Yes,Mobile,84,T-Shirts Item X,2,No,No,No,0.0,No,product_page,T-Shirts
user_0126,Brian Smith,sess_d6365bf44d,Facebook,Yes,Yes,Mobile,505,T-Shirts Item A,2,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0280,Wendy Lawson,sess_22786704f1,Instagram,Yes,Yes,Mobile,213,Accessories Item X,1,Yes,No,No,0.0,No,cart,Accessories
user_0096,Kenneth Allen,sess_d27acd8a53,Instagram,Yes,Yes,Mobile,62,Jeans Item B,1,No,No,No,0.0,No,product_page,Jeans
user_0059,Leslie Walsh,sess_3124fecc7a,Instagram,Yes,Yes,Desktop,171,T-Shirts Item X,3,No,No,No,0.0,No,product_page,T-Shirts
user_0324,Isabella Nunez,sess_3680ffeb74,Facebook,Yes,Yes,Mobile,117,Shorts Item B,4,No,No,No,0.0,No,product_page,Shorts
user_0118,Katherine Barnett,sess_fa301216f6,Instagram,Yes,Yes,Mobile,67,T-Shirts Item A,1,No,No,No,0.0,No,product_page,T-Shirts
user_0213,Heather Kemp,sess_dd184df68f,Instagram,Yes,Yes,Mobile,213,Jeans Item Z,1,Yes,Yes,No,0.0,No,checkout,Jeans
user_0305,Ana Carter,sess_68f9c85044,Instagram,Yes,Yes,Mobile,35,Jeans Item X,1,No,No,No,0.0,No,product_page,Jeans
user_0382,Christina Rangel,sess_441bca85ce,Instagram,Yes,Yes,Desktop,160,Pants Item X,2,No,No,No,0.0,No,product_page,Pants
user_0384,Elizabeth Thomas,sess_220f67146a,Instagram,Yes,Yes,Mobile,278,Jeans Item B,1,Yes,Yes,No,0.0,No,checkout,Jeans
user_0183,Bianca Zamora,sess_7e908146f1,Instagram,Yes,Yes,Mobile,62,Pants Item A,2,No,No,No,0.0,No,product_page,Pants
user_0140,Kenneth Hernandez,sess_2a47287db4,Facebook,Yes,Yes,Mobile,601,T-Shirts Item B,4,Yes,Yes,Yes,23.21,Yes,purchase_confirmation,T-Shirts
user_0140,Kenneth Hernandez,sess_99c1733fcf,Google,Yes,Yes,Mobile,277,T-Shirts Item B,2,Yes,No,No,0.0,No,cart,T-Shirts
user_0375,Robert Hughes,sess_ca84894693,Google,Yes,Yes,Mobile,583,Accessories Item Z,1,Yes,Yes,No,0.0,No,checkout,Accessories
user_0237,Carolyn Blackwell,sess_aa6161252e,Instagram,Yes,Yes,Mobile,23,,0,No,No,No,0.0,No,landing_page,
user_0079,Brianna Parker,sess_04c5d6dd6b,Instagram,Yes,Yes,Desktop,213,Shorts Item Z,2,Yes,No,No,0.0,No,cart,Shorts
user_0100,Jeffrey Crawford,sess_19f83235dd,Instagram,Yes,Yes,Desktop,7,,0,No,No,No,0.0,No,landing_page,
user_0312,Sierra Odonnell,sess_1a2eacc993,Google,Yes,Yes,Mobile,343,Hoodies Item A,1,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0240,William Bartlett,sess_8765f94a1f,Google,Yes,Yes,Desktop,173,T-Shirts Item B,2,Yes,No,No,0.0,No,cart,T-Shirts
user_0090,Tracy Donaldson,sess_1ade3da68d,Instagram,Yes,Yes,Mobile,110,Jeans Item B,3,No,No,No,0.0,No,product_page,Jeans
user_0152,Jim Garza,sess_9610df597b,Facebook,No,No,Desktop,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0289,Robert Parker,sess_5ab81078bc,Facebook,Yes,Yes,Mobile,504,T-Shirts Item B,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0091,Jesus Nguyen,sess_b80dc40d3d,Instagram,Yes,Yes,Mobile,121,Shorts Item X,1,Yes,No,No,0.0,No,cart,Shorts
user_0046,Angelica Buckley,sess_e30b76bcf1,Google,Yes,Yes,Desktop,60,T-Shirts Item Z,4,No,No,No,0.0,No,product_page,T-Shirts
user_0196,Casey George,sess_668ff93562,Facebook,Yes,Yes,Mobile,35,Shorts Item Z,5,No,No,No,0.0,No,product_page,Shorts
user_0232,Eddie Mcbride,sess_680285fac7,Instagram,Yes,Yes,Desktop,25,,0,No,No,No,0.0,No,landing_page,
user_0066,Kim Buckley,sess_f733fa8b65,Instagram,Yes,Yes,Desktop,102,Shorts Item X,3,No,No,No,0.0,No,product_page,Shorts
user_0296,Jeffery Perez,sess_57e4bf376b,Facebook,Yes,Yes,Mobile,426,Shorts Item Z,1,Yes,Yes,Yes,24.96,No,purchase_confirmation,Shorts
user_0047,Karen Hughes,sess_ec3b9ff270,Instagram,Yes,Yes,Desktop,598,T-Shirts Item Z,1,Yes,Yes,Yes,17.08,No,purchase_confirmation,T-Shirts
user_0162,Logan Henderson,sess_cefb619fba,Instagram,Yes,Yes,Mobile,148,Jeans Item A,1,No,No,No,0.0,No,product_page,Jeans
user_0060,April Stevenson,sess_91db73de97,Facebook,Yes,No,Mobile,0,,0,No,No,No,0.0,No,ad_landing_failure,
user_0070,Frank Campbell,sess_c311d83f09,Instagram,Yes,Yes,Mobile,150,Accessories Item B,3,No,No,No,0.0,No,product_page,Accessories
user_0173,Carrie Garcia,sess_5c8200d5f7,Instagram,Yes,Yes,Desktop,154,T-Shirts Item X,1,No,No,No,0.0,No,product_page,T-Shirts
user_0192,Tracy Pearson,sess_c5ab9ab85f,Facebook,Yes,Yes,Desktop,356,Jeans Item A,2,Yes,Yes,Yes,24.73,No,purchase_confirmation,Jeans
user_0250,Jeffrey Taylor,sess_f8e59deca7,Instagram,Yes,Yes,Mobile,422,Hoodies Item B,1,Yes,Yes,No,0.0,No,checkout,Hoodies
user_0207,Joseph Pruitt,sess_e5492da4f8,Facebook,Yes,Yes,Mobile,158,Pants Item B,1,No,No,No,0.0,No,product_page,Pants
user_0348,Audrey Morgan,sess_483b8068e4,Instagram,No,No,Mobile,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0335,Robert Carlson,sess_599acee1fb,Google,Yes,Yes,Desktop,132,Shorts Item A,1,No,No,No,0.0,No,product_page,Shorts
user_0098,Anthony Poole,sess_fbbb15bde9,Instagram,Yes,Yes,Desktop,297,Pants Item Z,1,Yes,No,No,0.0,No,cart,Pants
user_0193,Jeffrey Meza,sess_a5b430fc59,Instagram,Yes,Yes,Mobile,5,,0,No,No,No,0.0,No,landing_page,
user_0275,Vanessa Silva,sess_8cf4c2f856,Instagram,Yes,Yes,Mobile,97,Pants Item A,1,No,No,No,0.0,No,product_page,Pants
user_0358,Scott Reeves,sess_4d1fb83c27,Facebook,Yes,Yes,Mobile,204,Accessories Item X,1,Yes,Yes,No,0.0,No,checkout,Accessories
user_0318,Jared Lopez,sess_cfbf6cfbd8,Instagram,Yes,Yes,Mobile,23,,0,No,No,No,0.0,No,landing_page,
user_0338,Joseph Carrillo,sess_0f91883251,Facebook,Yes,Yes,Mobile,93,Hoodies Item B,1,No,No,No,0.0,No,product_page,Hoodies
user_0183,Bianca Zamora,sess_3b6117b14a,Instagram,No,No,Desktop,0,,0,No,No,No,0.0,No,ad_not_clicked,
user_0022,Carolyn Mora,sess_4f976cae97,Facebook,Yes,Yes,Desktop,234,Jeans Item A,3,Yes,Yes,No,0.0,No,checkout,Jeans
user_0369,Patrick Ross,sess_4ea5542566,Google,Yes,Yes,Desktop,444,Pants Item B,2,Yes,Yes,No,0.0,No,checkout,Pants
user_0038,Jacob Miller,sess_1c71c3fea7,Instagram,Yes,Yes,Mobile,349,T-Shirts Item Z,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0124,Christy Parsons,sess_9c333cd4ec,Instagram,Yes,Yes,Mobile,316,Shorts Item A,1,Yes,Yes,No,0.0,No,checkout,Shorts
user_0058,Kathleen Haney,sess_0d921220d7,Facebook,Yes,Yes,Mobile,150,T-Shirts Item A,1,No,No,No,0.0,No,product_page,T-Shirts
user_0367,Alexander Simpson,sess_0bfd3a8346,Google,Yes,Yes,Mobile,11,,0,No,No,No,0.0,No,landing_page,
user_0234,Sally Harrington,sess_11a055b6bd,Instagram,Yes,Yes,Mobile,51,Jeans Item Z,3,No,No,No,0.0,No,product_page,Jeans
user_0240,William Bartlett,sess_cf03f3c354,Instagram,Yes,Yes,Mobile,154,Jeans Item A,2,Yes,Yes,No,0.0,No,checkout,Jeans
user_0367,Alexander Simpson,sess_c0ef24995e,Instagram,Yes,Yes,Desktop,1047,Hoodies Item Z,1,Yes,Yes,Yes,39.97,No,purchase_confirmation,Hoodies
user_0080,Randall Hernandez,sess_a0c71f1731,Google,Yes,Yes,Mobile,23,,0,No,No,No,0.0,No,landing_page,
user_0246,Richard Cannon,sess_1579744cd1,Google,Yes,Yes,Desktop,385,T-Shirts Item Z,1,Yes,Yes,No,0.0,No,checkout,T-Shirts
user_0171,Miranda Doyle,sess_80ceb99cc0,Facebook,Yes,Yes,Mobile,140,Hoodies Item B,7,No,No,No,0.0,No,product_page,Hoodies
user_0055,Dr. Dana Norris DDS,sess_e90d1ee7ba,Google,Yes,Yes,Mobile,428,Pants Item B,1,Yes,Yes,No,0.0,No,checkout,Pants
user_0237,Carolyn Blackwell,sess_ebb6dd7f08,Instagram,Yes,Yes,Desktop,512,Shorts Item B,1,Yes,Yes,Yes,26.66,No,purchase_confirmation,Shorts
user_0145,Rose Gonzalez,sess_c5684a7885,Instagram,Yes,Yes,Desktop,100,Hoodies Item Z,5,Yes,No,No,0.0,No,cart,Hoodies
user_0079,Brianna Parker,sess_029a246afc,Facebook,Yes,Yes,Mobile,1025,Accessories Item X,3,Yes,Yes,Yes,12.6,No,purchase_confirmation,Accessories
user_0096,Kenneth Allen,sess_906e87d0a5,Google,Yes,Yes,Mobile,269,Pants Item A,3,Yes,Yes,No,0.0,No,checkout,Pants
